Sistema de Informa��es Hidrol�gicas
Vers�o Web 3.0
� 2018 Ag�ncia Nacional de �guas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluvi�metro, 2 = Pluvi�grafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restri��es da consulta:
C�digo da Esta��o:01036013


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
1036013;1;01/04/1981;1;25,2;84,1;3;18;1;1;0;1135,19995117188;1;0,0;0,0;25,2;0,0;12,9;0,5;0,0;1,0;0,0;0,0;0,0;3,9;0,0;3,5;0,6;0,0;0,0;0,0;10,2;0,0;0,3;0,2;6,0;2,0;9,0;0,9;0,9;3,9;0,2;2,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/03/1981;1;52,8;171,1;21;14;1;1;0;1135,19995117188;1;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;27,3;35,7;13,9;0,0;0,0;7,3;1,6;1,4;52,8;0,7;3,0;0,0;18,6;6,4;1,8;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/02/1981;1;13,1;62,5;13;15;1;1;0;1135,19995117188;1;12,1;1,6;3,6;4,3;0,0;0,0;0,2;0,0;0,0;0,0;0,0;1,3;13,1;0,6;4,0;0,2;6,0;11,5;0,4;0,0;0,0;0,0;2,2;1,4;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1036013;1;01/01/1981;1;80,0;150,3;6;16;1;1;0;1135,19995117188;1;0,0;0,0;0,0;0,0;5,8;80,0;8,3;4,9;1,1;0,0;0,0;0,4;0,0;0,0;1,3;0,5;0,0;0,0;3,3;0,0;0,0;0,0;0,0;0,0;0,3;0,2;1,6;36,2;1,5;4,4;0,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/12/1980;1;8,9;19,6;22;12;1;1;0;1493,80004882813;1;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,6;0,1;0,4;8,9;1,4;4,3;0,0;1,2;0,4;0,0;1,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/11/1980;1;14,0;39,2;17;11;1;1;0;1493,80004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,5;0,0;0,0;0,0;0,2;6,3;1,4;14,0;0,1;1,6;0,0;0,0;0,0;2,8;0,0;0,0;0,0;8,4;0,9;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/10/1980;1;62,1;126,9;3;16;1;1;0;1493,80004882813;1;15,6;27,8;62,1;5,8;0,5;1,5;0,0;0,5;0,0;0,4;0,0;0,0;0,0;0,0;0,1;1,3;0,0;0,2;0,0;1,8;0,0;2,4;0,9;3,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/09/1980;1;30,0;68,1;11;12;1;1;0;1493,80004882813;1;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;30,0;0,0;0,0;2,3;4,5;11,2;1,6;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,2;0,0;0,0;0,1;5,5;8,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/08/1980;1;17,3;71,2;4;20;1;1;0;1493,80004882813;1;0,0;2,4;3,2;17,3;1,8;1,2;4,0;4,8;1,0;11,6;2,3;0,0;0,3;0,0;0,6;0,1;0,0;0,5;0,0;0,1;0,0;0,0;0,0;0,0;6,9;3,3;7,4;0,0;2,3;0,0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/07/1980;1;49,9;176,9;1;24;1;1;0;1493,80004882813;1;49,9;13,5;3,0;7,8;0,2;0,1;1,0;2,3;0,3;13,4;14,7;8,3;2,1;17,8;0,1;0,0;0,0;1,0;1,1;25,5;0,0;4,1;3,3;0,0;0,0;5,2;2,0;0,1;0,0;0,0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/06/1980;1;39,2;185,5;9;25;1;1;0;1493,80004882813;1;11,7;1,0;1,2;0,0;6,9;8,4;20,6;16,2;39,2;14,3;4,4;0,0;17,8;0,2;0,0;0,3;3,4;14,1;0,0;4,8;0,3;0,1;0,5;0,5;5,1;8,7;1,5;2,4;1,9;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/05/1980;1;13,3;63,7;25;25;1;1;0;1493,80004882813;1;0,2;0,0;0,5;3,4;0,1;0,6;0,0;0,0;2,9;0,6;0,0;1,7;6,4;2,7;9,2;0,2;2,2;0,1;0,3;1,4;0,0;0,4;2,0;7,3;13,3;3,0;0,0;1,2;2,8;1,0;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/04/1980;1;65,8;130,6;25;17;1;1;0;1493,80004882813;1;0,0;0,0;0,7;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,3;16,2;0,0;0,6;2,4;0,0;2,3;3,0;1,2;2,5;2,6;9,6;0,0;15,4;65,8;1,2;2,8;3,6;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/03/1980;1;86,4;310,2;4;21;1;1;0;1493,80004882813;1;0,0;4,0;26,1;86,4;42,7;0,3;0,0;0,0;1,7;2,4;0,2;7,2;74,3;0,0;0,0;0,7;4,7;4,5;21,5;9,4;0,6;11,0;10,3;0,3;1,3;0,6;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/02/1980;1;73,4;289,1;25;22;1;1;0;1493,80004882813;1;2,9;0,0;0,0;0,0;0,0;48,4;9,3;24,3;3,5;14,0;0,4;0,0;2,4;1,3;2,6;9,0;43,0;8,5;0,0;9,2;0,3;1,2;0,6;0,0;73,4;3,8;6,4;3,4;21,2;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
1036013;1;01/01/1980;1;4,1;12,8;7;8;1;1;0;1493,80004882813;1;0,0;0,0;0,0;0,0;0,0;1,2;4,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;1,2;1,6;0,2;0,0;0,0;0,0;0,0;0,3;0,0;0,2;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/12/1979;1;0,4;1,0;18;4;1;1;0;1326,80004882812;1;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,2;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/11/1979;1;5,9;16,1;18;10;1;1;0;1326,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,2;0,0;0,4;0,0;0,0;0,1;3,9;3,0;0,4;1,6;5,9;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/10/1979;1;7,0;30,4;22;13;1;1;0;1326,80004882812;1;0,0;0,0;0,0;2,6;2,8;1,2;1,9;1,1;0,0;0,0;0,0;0,0;0,2;0,2;0,0;0,0;0,0;0,0;0,0;0,2;0,0;7,0;4,3;3,2;3,0;2,7;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/09/1979;1;28,2;97,8;28;21;1;1;0;1326,80004882812;1;0,4;6,2;15,0;0,0;1,1;4,0;2,1;22,9;0,0;1,2;5,2;0,2;3,4;0,2;0,0;0,1;1,8;0,0;0,1;0,2;0,0;0,0;0,0;0,0;0,5;2,8;1,1;28,2;1,1;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/08/1979;1;11,3;69,8;26;21;1;1;0;1326,80004882812;1;0,1;6,5;0,0;1,1;6,1;3,4;0,0;2,5;3,0;0,0;3,5;8,7;0,0;0,0;0,8;0,0;0,2;0,0;0,6;0,0;1,0;2,0;0,4;0,0;0,0;11,3;11,0;0,2;5,8;0,4;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/07/1979;1;24,7;180,3;7;27;1;1;0;1326,80004882812;1;1,3;18,5;23,2;2,7;3,0;0,9;24,7;20,6;5,5;10,3;0,0;1,2;12,4;0,0;0,0;8,8;0,6;0,3;0,0;0,2;0,1;10,1;0,3;0,8;1,9;12,8;3,0;5,6;4,5;5,7;1,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/06/1979;1;32,0;194,2;10;25;1;1;0;1326,80004882812;1;0,0;9,4;2,1;3,1;0,0;16,6;15,2;20,3;20,4;32,0;16,8;5,8;0,0;0,5;12,3;17,1;1,0;0,0;0,0;1,8;1,3;5,5;0,3;0,2;0,5;2,3;4,4;0,6;3,1;1,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/05/1979;1;47,2;283,7;23;28;1;1;0;1326,80004882812;1;31,8;42,2;19,1;24,4;19,8;0,2;12,4;0,0;0,8;0,4;5,4;5,7;6,4;0,6;0,2;0,2;4,3;21,0;6,9;2,3;10,1;3,8;47,2;0,2;0,1;0,0;0,3;0,0;0,2;1,8;15,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/04/1979;1;189,6;309,7;28;18;1;1;0;1326,80004882812;1;1,2;0,0;1,3;5,1;2,8;1,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;1,9;2,3;5,7;4,0;0,0;0,0;0,6;0,0;0,0;65,0;4,8;0,1;2,6;189,6;11,9;6,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/03/1979;1;18,0;87,5;11;16;1;1;0;1326,80004882812;1;4,6;0,0;0,0;2,2;3,5;3,4;5,1;2,4;7,2;6,3;18,0;6,5;0,0;0,0;0,0;0,0;0,0;0,4;0,4;9,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;3,5;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/02/1979;1;19,0;41,1;8;11;1;1;0;1326,80004882812;1;0,0;0,0;0,0;0,0;0,4;0,0;0,0;19,0;4,3;0,0;0,0;0,4;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;7,0;0,7;0,2;1,8;1,8;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1036013;1;01/01/1979;1;9,3;15,2;25;12;1;1;0;1326,80004882812;1;0,1;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,2;1,2;0,2;0,0;0,0;0,2;0,7;0,1;2,2;9,3;0,4;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/12/1978;1;16,0;52,3;1;7;1;1;0;1924,80004882813;1;16,0;3,2;1,5;14,4;14,3;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/11/1978;1;8,0;23,7;19;13;1;1;0;1924,80004882813;1;0,0;0,0;0,6;0,2;0,0;0,0;0,0;0,3;4,5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;2,0;3,4;0,0;0,2;0,0;0,0;0,0;0,5;2,0;0,7;0,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/10/1978;1;27,4;52,4;6;12;1;1;0;1924,80004882813;1;1,9;1,6;3,5;0,8;8,7;27,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,2;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;6,1;0,0;0,1;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/09/1978;1;74,0;224,3;29;25;1;1;0;1924,80004882813;1;0,3;0,2;12,2;12,7;10,8;3,2;0,1;0,0;0,3;2,5;0,0;0,0;1,5;0,8;0,2;0,0;3,3;5,2;13,6;0,0;0,4;3,6;45,2;4,9;6,2;1,7;2,2;4,8;74,0;14,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/08/1978;1;49,2;142,5;5;23;1;1;0;1924,80004882813;1;1,6;0,3;0,0;0,9;49,2;21,0;0,0;0,0;4,8;15,5;0,3;2,8;0,2;2,4;1,1;0,7;1,7;0,2;0,6;1,2;2,6;15,0;0,0;0,0;0,0;0,0;9,8;5,6;2,8;2,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/07/1978;1;69,6;291,0;28;28;1;1;0;1924,80004882813;1;5,3;0,0;5,8;0,0;11,0;10,5;4,8;7,8;15,4;16,8;5,4;8,8;19,8;1,0;11,5;4,3;0,0;9,5;2,8;2,5;0,6;4,0;1,7;1,0;8,2;12,3;17,2;69,6;14,6;16,4;2,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/06/1978;1;42,9;197,5;27;23;1;1;0;1924,80004882813;1;0,0;0,0;0,2;2,0;0,0;3,2;3,2;8,8;5,0;1,4;2,0;0,0;16,5;0,2;0,0;2,0;27,4;3,7;8,5;0,2;0,0;0,0;3,8;4,9;4,5;32,5;42,9;20,0;2,2;2,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/05/1978;1;82,0;337,3;12;22;1;1;0;1924,80004882813;1;1,2;0,0;0,0;0,0;4,9;3,6;2,4;0,0;0,0;17,5;14,9;82,0;73,4;49,6;13,9;23,3;6,4;3,3;0,0;0,0;0,4;3,4;2,0;0,0;5,8;0,0;9,8;18,2;1,1;0,1;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/04/1978;1;47,2;171,9;30;16;1;1;0;1924,80004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;32,8;0,0;0,0;5,2;6,0;2,5;0,2;0,6;0,0;3,0;1,2;0,0;0,0;16,0;2,6;9,0;0,0;14,2;28,1;2,5;47,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/03/1978;1;69,7;210,0;1;18;1;1;0;1924,80004882813;1;69,7;0,0;25,0;2,7;21,7;0,0;0,0;0,3;3,6;9,2;0,0;0,4;0,0;12,2;0,2;15,2;5,7;3,8;0,0;0,0;1,1;22,8;10,2;5,8;0,0;0,0;0,0;0,4;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/02/1978;1;81,0;217,0;27;14;1;1;0;1924,80004882813;1;0,0;0,0;0,0;39,0;0,1;0,0;0,0;0,0;0,0;9,8;1,3;5,5;4,0;2,8;0,0;0,0;0,4;47,5;0,2;0,0;0,0;0,0;0,0;0,0;3,5;7,7;81,0;14,2;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1036013;1;01/01/1978;1;2,6;4,9;18;8;1;1;0;1924,80004882813;1;0,0;0,0;0,1;0,0;0,1;0,0;0,0;0,1;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;2,6;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/12/1977;1;5,2;21,8;18;11;1;1;0;2286;1;0,2;1,6;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;5,2;2,3;5,0;2,5;0,0;0,0;0,0;2,5;0,0;0,0;1,0;0,4;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/11/1977;1;6,4;14,9;14;6;1;1;0;2286;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;3,0;0,0;0,4;6,4;1,2;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/10/1977;1;112,0;183,7;16;22;1;1;0;2286;1;9,5;4,7;0,8;0,6;0,0;1,0;2,6;0,6;1,7;3,8;0,0;0,0;6,8;4,8;19,5;112,0;3,2;2,8;0,4;0,0;0,3;5,6;1,5;0,5;0,1;0,0;0,9;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/09/1977;1;28,5;153,6;17;25;1;1;0;2286;1;6,0;0,1;0,2;0,4;2,5;12,8;5,1;2,5;25,1;18,4;2,5;2,2;2,2;0,4;7,7;0,2;28,5;0,1;0,1;0,2;0,8;11,2;19,8;3,3;0,0;0,0;1,3;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/08/1977;1;49,3;210,0;16;22;1;1;0;2286;1;1,2;0,2;0,3;39,5;39,3;0,4;0,0;0,0;0,0;0,1;0,4;0,3;0,0;1,8;0,4;49,3;17,1;8,2;0,0;0,0;0,5;1,2;8,8;26,3;0,0;0,0;0,2;0,0;0,9;4,8;8,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/07/1977;1;66,4;347,1;1;28;1;1;0;2286;1;66,4;14,6;0,2;13,6;2,0;1,6;8,2;29,1;45,4;6,6;2,8;0,2;11,6;6,2;0,4;6,4;22,0;1,0;0,0;1,8;0,0;29,1;2,4;32,5;12,9;0,0;3,5;2,0;12,5;9,8;2,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/06/1977;1;43,3;304,8;3;29;1;1;0;2286;1;40,4;2,3;43,3;13,0;4,5;0,4;2,2;0,1;0,2;18,7;3,9;3,6;0,5;0,0;15,6;25,5;19,8;16,8;4,8;1,4;0,5;6,2;2,6;3,5;15,0;19,8;11,5;15,7;5,6;7,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/05/1977;1;81,6;513,8;8;26;1;1;0;2286;1;57,7;39,7;4,4;0,0;1,2;0,0;56,6;81,6;41,5;1,0;13,0;29,0;4,0;0,2;0,5;1,0;5,2;0,0;11,0;76,0;0,0;0,2;5,6;22,8;1,0;4,8;29,5;11,5;0,0;7,3;7,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/04/1977;1;104,0;271,6;30;21;1;1;0;2286;1;0,0;0,0;0,0;3,8;10,2;8,8;1,8;2,4;1,0;0,1;0,0;0,4;28,5;1,8;0,0;5,2;56,0;1,4;18,9;4,3;0,0;0,0;0,0;0,1;2,1;0,0;3,3;10,6;6,9;104,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/03/1977;1;14,2;74,3;21;19;1;1;0;2286;1;0,3;0,0;0,0;0,0;0,0;2,1;0,2;9,0;0,5;0,2;8,3;3,3;0,0;3,0;0,0;0,0;0,0;0,0;0,6;6,6;14,2;9,0;0,0;2,0;0,8;8,8;4,1;0,3;0,0;0,0;1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/02/1977;1;28,0;110,3;25;20;1;1;0;2286;1;5,0;0,7;0,9;5,4;6,8;0,5;0,7;0,0;8,4;1,5;0,2;8,9;7,0;5,9;0,2;0,0;0,0;0,0;0,5;0,0;0,0;0,0;2,4;6,2;28,0;20,0;1,1;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1036013;1;01/01/1977;1;39,1;80,1;22;13;1;1;0;2286;1;0,0;0,0;0,0;0,0;0,6;1,5;26,0;0,0;3,0;0,2;0,7;0,7;6,2;1,2;0,0;0,5;0,0;0,2;0,0;0,0;0,0;39,1;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/12/1976;1;17,4;47,8;1;9;1;1;0;1243,19995117188;1;17,4;13,0;1,6;8,7;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,2;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/11/1976;1;31,0;58,8;30;7;1;1;0;1243,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,6;0,3;3,6;3,6;7,5;3,2;31,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/10/1976;1;61,9;176,9;6;20;1;1;0;1243,19995117188;1;0,5;0,5;15,5;19,6;22,8;61,9;3,0;5,2;6,5;0,0;0,0;0,0;10,8;5,6;10,4;1,8;0,0;0,1;0,7;0,0;0,0;0,0;0,0;1,8;6,3;1,2;0,0;0,0;0,1;0,0;2,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/09/1976;1;23,0;34,2;30;9;1;1;0;1243,19995117188;1;1,2;1,4;3,4;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;23,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036013;1;01/08/1976;1;10,2;45,2;3;14;1;1;0;1243,19995117188;1;0,0;2,0;10,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,7;0,0;0,1;0,0;0,0;0,0;0,0;0,6;4,8;0,0;0,0;1,0;3,4;0,0;9,8;0,0;0,3;1,1;7,5;3,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036013;1;01/07/1976;1;20,7;101,6;19;21;1;1;0;1243,19995117188;1;0,3;7,8;4,8;4,5;0,0;0,1;0,0;0,0;0,0;0,0;0,0;2,6;1,2;0,0;0,0;0,0;0,8;5,0;20,7;0,5;12,7;16,4;5,0;1,5;4,5;2,5;7,0;0,0;3,0;0,6;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
